hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,is_repeated_guest,reserved_room_type,deposit_type,customer_type,price,reservation_status,reservation_status_date,name,email,phone_number,credit_card
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Christina Edwards,ChristinaEdwards60@mail.com,457-961-8095,************1121
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Reginald Leon,Leon_Reginald@att.com,540-793-8834,************4948
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Austin Farmer,Austin_F63@verizon.com,889-930-3805,************7551
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Ryan Russo,Ryan_R65@protonmail.com,874-197-7040,************1850
Resort Hotel,0,2016,February,6,6,2,1,3,1.0,0,BB,PRT,0,H,No Deposit,Transient,118.0,Check-Out,2016-01-18,Anna Campbell,Anna_C@protonmail.com,146-270-7441,************5165
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Diana Gilbert,Gilbert_Diana65@xfinity.com,292-856-1054,************3312
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Brett Fuller,Brett_F13@att.com,561-200-6734,************4847
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Daniel Burke,Daniel_Burke@hotmail.com,677-772-5618,************9015
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Kim Andrews,Andrews_Kim@comcast.net,822-625-0067,************1836
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,John Murray,Murray.John56@aol.com,874-500-0108,************7998
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Alexis Henderson,Henderson_Alexis@yahoo.com,552-551-6448,************3841
Resort Hotel,0,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Check-Out,2016-01-19,Deanna Jenkins,DeannaJenkins23@verizon.com,229-507-3138,************2808
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Robert Navarro,Robert_N@yahoo.com,695-902-7661,************1161
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Elijah Johnson,ElijahJohnson@mail.com,202-996-0858,************7341
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Katherine Vance,Vance_Katherine@mail.com,907-237-5109,************4133
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Rebecca Grant,RGrant@hotmail.com,982-877-2866,************9033
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Cheryl Williams,CWilliams@mail.com,766-463-0216,************6652
Resort Hotel,1,2016,February,6,6,2,1,2,0.0,0,HB,PRT,0,D,No Deposit,Transient-Party,73.33,Canceled,2016-01-19,Shannon Rodriguez,Shannon.Rodriguez@gmail.com,675-978-0984,************5566
Resort Hotel,1,2016,February,6,6,2,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient,59.4,Canceled,2016-01-04,Paul Thomas,Thomas_Paul83@gmail.com,816-541-6466,************5165
Resort Hotel,0,2016,February,6,6,2,2,2,0.0,0,BB,IRL,0,A,No Deposit,Transient,28.1,Check-Out,2016-02-10,Chad Howard,Chad.Howard38@xfinity.com,963-811-8506,************4119
Resort Hotel,0,2016,February,6,6,2,2,2,0.0,0,BB,IRL,0,A,No Deposit,Transient,28.1,Check-Out,2016-02-10,Shannon Luna,Shannon_L55@yahoo.com,587-573-1514,************2890
Resort Hotel,1,2016,February,6,6,2,5,2,0.0,0,HB,PRT,0,A,No Deposit,Transient,70.2,Canceled,2016-01-18,Kristie Vasquez,KristieVasquez58@yahoo.com,605-944-4503,************4769
Resort Hotel,0,2016,February,6,6,2,5,2,0.0,0,BB,DNK,0,E,No Deposit,Transient,36.86,Check-Out,2016-02-13,Carla Watson,Carla.W@aol.com,193-255-4722,************4093
Resort Hotel,1,2016,February,6,6,4,6,2,0.0,0,BB,PRT,0,E,No Deposit,Transient,50.4,Canceled,2016-01-04,Johnny Hopkins,JHopkins@verizon.com,115-352-2990,************1685
Resort Hotel,1,2016,February,6,6,4,10,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,25.0,Canceled,2016-02-02,Philip Hall,Hall.Philip@mail.com,838-239-5580,************1194
Resort Hotel,1,2016,February,7,7,2,1,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,39.0,Canceled,2016-02-04,Miguel Miller,Miguel.Miller90@mail.com,556-227-3769,************7973
Resort Hotel,1,2016,February,7,8,1,0,2,0.0,0,BB,PRT,0,D,No Deposit,Transient,41.4,Canceled,2015-11-11,Samantha Harris,Harris_Samantha@yandex.com,398-889-8760,************7164
Resort Hotel,0,2016,February,7,8,1,1,2,0.0,0,BB,CHN,0,D,No Deposit,Transient,41.4,Check-Out,2016-02-10,Justin Sanders,JustinSanders@aol.com,583-509-7470,************3468
Resort Hotel,0,2016,February,7,8,1,1,2,0.0,0,BB,CHN,0,D,No Deposit,Transient,41.4,Check-Out,2016-02-10,Robert Miller MD,RobertMD@att.com,413-861-5489,************6476
Resort Hotel,1,2016,February,7,8,1,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-02-02,Sara Nichols,Sara_Nichols@yahoo.com,230-586-2256,************7865
Resort Hotel,1,2016,February,7,8,1,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-02-02,Anthony Castillo,AnthonyCastillo80@yahoo.com,586-885-1844,************5859
Resort Hotel,1,2016,February,7,8,1,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-02-02,Matthew Roman,Matthew_R@protonmail.com,185-644-0215,************4010
Resort Hotel,1,2016,February,7,8,1,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-02-02,Dustin Berg,Dustin.B@outlook.com,694-233-4034,************8183
Resort Hotel,1,2016,February,7,8,1,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-02-02,Kevin Barron,Kevin.Barron@zoho.com,383-582-0791,************5209
Resort Hotel,1,2016,February,7,8,1,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-02-02,Madison Martin,Madison_Martin@aol.com,603-260-6182,************7049
Resort Hotel,0,2016,February,7,8,1,3,2,2.0,0,BB,PRT,0,G,No Deposit,Transient,98.0,No-Show,2016-02-08,Randy Horn,RandyHorn25@comcast.net,558-574-8521,************8877
Resort Hotel,0,2016,February,7,8,1,3,2,0.0,0,BB,IRL,0,D,No Deposit,Transient,43.4,Check-Out,2016-02-12,Alan Richards,Richards_Alan@verizon.com,795-266-7849,************9072
Resort Hotel,0,2016,February,7,8,1,3,2,0.0,0,BB,IRL,0,D,No Deposit,Transient,67.88,Check-Out,2016-02-12,Kim Ray,Kim.Ray@protonmail.com,575-918-1363,************3744
Resort Hotel,1,2016,February,7,8,1,4,2,0.0,0,BB,PRT,0,E,No Deposit,Transient,53.44,Canceled,2016-01-12,Anna Jones,Anna_Jones@yandex.com,860-133-7262,************4450
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Theresa Flores,Theresa.Flores@comcast.net,764-618-6951,************5713
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Charles Grant,CharlesGrant@protonmail.com,895-851-9554,************3440
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Tracy Casey MD,Tracy.M@protonmail.com,552-598-1796,************3088
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Kevin Alexander,KAlexander@aol.com,568-426-3625,************4839
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Jose Campbell,JoseCampbell95@aol.com,983-123-3525,************9509
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Jacob Clements,JacobClements92@zoho.com,927-704-4977,************8179
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Elizabeth Medina,Medina_Elizabeth@xfinity.com,580-940-4086,************5330
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Debbie Torres,Debbie.Torres@xfinity.com,926-277-3195,************3531
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Brittany Day,BDay@aol.com,900-604-1659,************4851
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Derrick Velasquez,DerrickVelasquez@outlook.com,861-385-4772,************8755
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Lisa Ortiz,Lisa_Ortiz@comcast.net,953-534-6075,************5268
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Gordon Harvey,Gordon.H@aol.com,895-866-2274,************5415
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient,50.0,Check-Out,2016-02-11,John Miles,John.M@outlook.com,751-212-1505,************2989
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Gary Boyer,Gary_B25@hotmail.com,967-382-2103,************8549
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Angel Haney,Angel_Haney@protonmail.com,312-929-5489,************3347
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Christine Boone,Christine_Boone@protonmail.com,477-194-5896,************1301
Resort Hotel,1,2016,February,7,9,0,2,2,0.0,0,HB,PRT,0,A,No Deposit,Transient-Party,50.0,Canceled,2016-01-16,Dr. Elizabeth Duke,Dr._Duke@xfinity.com,330-734-1242,************9830
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,50.0,Check-Out,2016-02-11,Mrs. Cynthia Ellis,Ellis.Mrs.@xfinity.com,939-139-0835,************8096
Resort Hotel,0,2016,February,7,9,0,2,2,0.0,0,HB,FRA,0,A,No Deposit,Transient-Party,52.0,Check-Out,2016-02-11,Daniel Fields,Daniel.Fields@comcast.net,505-012-7064,************9268
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,CN,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Allen Carroll,Allen.C@mail.com,770-467-7135,************2075
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Sandra Kerr,Kerr_Sandra62@comcast.net,516-637-9784,************7618
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,BB,PRT,0,A,No Deposit,Transient,33.26,Canceled,2016-01-27,Bradley Barnett,Bradley_B@aol.com,132-735-4513,************6957
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Tamara Flores,Tamara.Flores@zoho.com,224-870-7583,************6817
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Joseph Leonard,Joseph.Leonard@gmail.com,613-078-8252,************3365
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Frank Moore,FMoore@protonmail.com,346-303-5180,************5117
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Sarah Johnson,Sarah.Johnson@aol.com,687-946-3516,************7910
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Kristen Stewart,Kristen.S18@hotmail.com,246-340-6950,************2433
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Gloria Johnson,Gloria.Johnson@att.com,150-687-9568,************8348
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Justin Johnson,Justin_Johnson@yahoo.com,520-458-7501,************4666
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Scott Hines,Hines.Scott@verizon.com,735-603-4482,************7309
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Tina Mullins,Tina_Mullins44@xfinity.com,400-606-5910,************6930
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Carlos Dunn,CDunn@verizon.com,405-181-8250,************6130
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Becky Jackson,BJackson@hotmail.com,975-628-7863,************8213
Resort Hotel,0,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Check-Out,2015-11-20,Rachel Perkins,Perkins_Rachel@aol.com,350-637-5804,************7099
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Ashley Webb,Ashley.W@gmail.com,863-125-3625,************7753
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,James Mccann,James_M@outlook.com,927-686-6838,************4741
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Dawn Simmons,Simmons.Dawn@mail.com,437-416-6461,************4974
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Ruben Coleman,Ruben_C51@mail.com,440-630-0645,************3152
Resort Hotel,1,2016,March,10,2,2,5,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,52.0,Canceled,2015-11-20,Jeffery Bailey,JBailey@comcast.net,439-808-9504,************5090
Resort Hotel,0,2016,March,10,2,8,20,2,0.0,0,BB,CN,0,D,No Deposit,Transient,31.45,Check-Out,2016-03-30,Lisa Lee,Lisa_L20@aol.com,118-121-9721,************3893
Resort Hotel,0,2016,March,10,3,0,1,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,30.0,Check-Out,2016-03-04,Brian Armstrong,Brian.Armstrong@mail.com,422-898-0600,************6319
Resort Hotel,0,2016,March,10,3,0,3,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,43.0,No-Show,2016-03-03,Chad Chavez,Chad_C@att.com,114-249-4338,************1422
Resort Hotel,0,2016,March,10,3,0,3,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,43.0,No-Show,2016-03-03,Maria Grant,Maria.G99@protonmail.com,339-102-4778,************8834
Resort Hotel,0,2016,March,10,4,0,1,2,0.0,0,BB,PRT,0,F,No Deposit,Transient,75.0,No-Show,2016-03-04,David Rodgers,Rodgers_David24@outlook.com,409-637-4606,************8369
Resort Hotel,1,2016,March,10,4,0,1,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,39.0,Canceled,2016-02-09,Lisa Ellis,Ellis.Lisa@xfinity.com,609-290-3690,************1098
Resort Hotel,1,2016,March,10,4,0,1,2,0.0,0,BB,PRT,0,A,No Deposit,Transient,48.0,Canceled,2016-03-04,Erin Thompson,Erin_Thompson@yandex.com,305-521-3912,************3050
Resort Hotel,1,2016,March,10,4,0,1,2,0.0,0,BB,PRT,0,A,No Deposit,Transient,48.0,Canceled,2016-03-04,Brian Hale,Hale.Brian21@verizon.com,970-452-1343,************6673
Resort Hotel,0,2016,March,10,4,0,1,2,0.0,0,BB,PRT,0,A,No Deposit,Transient,48.0,No-Show,2016-03-04,Mitchell Collier,Collier_Mitchell21@outlook.com,493-504-9551,************1128
Resort Hotel,1,2016,March,10,4,0,1,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,39.0,Canceled,2016-02-09,Jon Bullock,Jon.B@aol.com,242-183-7780,************6204
Resort Hotel,1,2016,March,10,4,0,2,2,0.0,0,BB,PRT,0,E,No Deposit,Transient,68.0,Canceled,2016-03-04,Sandra Huynh,SHuynh@gmail.com,666-603-3191,************5446
Resort Hotel,0,2016,March,10,4,2,7,2,0.0,0,HB,PRT,0,A,No Deposit,Transient,55.0,Check-Out,2016-03-03,Pamela Sullivan,Pamela_S63@yahoo.com,412-055-6821,************5648
Resort Hotel,0,2016,March,10,4,3,7,1,0.0,0,BB,PRT,0,A,No Deposit,Transient,39.0,Check-Out,2016-01-08,Joanne Russell,Russell_Joanne@protonmail.com,764-348-7009,************2713
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Ryan Johnson,Ryan.J@gmail.com,538-619-1174,************9093
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Jennifer Dunn,Dunn.Jennifer@yahoo.com,758-882-3300,************6156
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Joseph Ford,JosephFord@outlook.com,897-866-5080,************1484
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Charles Bradford,Charles.Bradford99@gmail.com,414-271-0170,************3168
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Darin Hernandez,Hernandez.Darin56@yandex.com,201-981-8894,************5174
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Steven Lane,Lane_Steven@yandex.com,717-304-1293,************5632
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Christina Adkins,Christina.Adkins@yandex.com,912-246-5965,************4701
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-Out,2015-11-03,Katherine Johnson,Johnson.Katherine45@aol.com,441-745-0449,************6995
Resort Hotel,1,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Canceled,2015-11-03,Kelly Jones,Kelly.Jones@protonmail.com,264-816-3392,************9427
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-In,2015-11-03,Brenda Gonzalez,Brenda.Gonzalez@gmail.com,123-199-3588,************7225
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-In,2015-11-03,Richard Abbott,Richard_A@yandex.com,832-982-5025,************3810
Resort Hotel,0,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Check-In,2015-11-03,Christian Chen,ChristianChen@mail.com,736-035-8309,************6355
Resort Hotel,1,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Canceled,2015-11-03,Jason Chen,Chen.Jason@outlook.com,999-526-3503,************3718
Resort Hotel,1,2016,March,10,4,6,15,2,0.0,0,HB,PRT,0,A,Non Refund,Transient,82.0,Canceled,2015-11-03,Kellie Pittman,Kellie_Pittman@yahoo.com,533-877-8237,************9242
Resort Hotel,0,2016,April,14,1,0,2,1,0.0,0,BB,GBR,0,A,Non Refund,Transient-Party,60.0,Check-Out,2016-04-03,Laura Montoya,Laura_Montoya@att.com,497-169-0611,************8201
Resort Hotel,0,2016,April,14,1,2,2,2,0.0,0,BB,GBR,0,A,No Deposit,Transient-Party,41.4,Check-Out,2016-04-05,Maxwell Barnes,MaxwellBarnes@hotmail.com,718-231-3295,************1414
Resort Hotel,0,2016,April,14,1,2,2,2,0.0,0,BB,IRL,0,A,No Deposit,Transient-Party,41.4,Check-Out,2016-04-05,Nancy Rogers,NancyRogers@xfinity.com,117-451-8853,************4528
Resort Hotel,0,2016,April,14,1,2,2,2,0.0,0,BB,GBR,0,A,No Deposit,Transient-Party,41.4,Check-Out,2016-04-05,Brad Reyes,Brad_Reyes34@aol.com,690-336-2848,************2471
Resort Hotel,0,2016,April,14,1,2,5,2,0.0,0,BB,CHE,0,A,No Deposit,Transient,60.2,Check-Out,2016-04-08,Mary Edwards,Mary_E@protonmail.com,172-537-4409,************5840
Resort Hotel,1,2016,April,14,1,2,7,2,0.0,0,BB,PRT,0,D,No Deposit,Transient,68.56,Canceled,2016-02-29,Priscilla Aguirre,Priscilla_A56@protonmail.com,698-662-7112,************3974
Resort Hotel,0,2016,April,14,2,2,2,2,0.0,0,BB,FRA,0,A,No Deposit,Transient,52.2,Check-Out,2016-04-06,Crystal Foster,CrystalFoster@yahoo.com,492-702-3184,************2175
Resort Hotel,1,2016,April,14,2,2,1,3,1.0,0,BB,PRT,0,H,No Deposit,Transient,113.0,Canceled,2016-03-15,Brooke Armstrong,BArmstrong19@protonmail.com,980-293-3167,************7335
Resort Hotel,1,2016,April,14,2,2,3,2,0.0,0,BB,PRT,0,D,No Deposit,Transient,75.8,Canceled,2016-03-29,Vanessa Rivera,Vanessa_R@verizon.com,283-369-6121,************8780
Resort Hotel,0,2016,April,14,2,2,5,2,0.0,0,BB,GBR,0,A,No Deposit,Transient,42.19,Check-Out,2016-04-09,Jose Blake,JoseBlake@verizon.com,730-023-5457,************8277
Resort Hotel,1,2016,April,14,2,2,5,2,2.0,0,BB,PRT,0,G,No Deposit,Transient,112.71,Canceled,2016-03-07,Cathy Olson,Cathy_O19@att.com,779-690-1485,************8356
Resort Hotel,0,2016,April,14,2,2,5,2,0.0,0,BB,GBR,0,A,No Deposit,Transient,42.19,Check-Out,2016-04-09,Adam Campbell,AdamCampbell@verizon.com,311-511-1050,************2918
Resort Hotel,1,2016,April,14,2,4,10,2,0.0,0,BB,PRT,0,E,No Deposit,Transient,95.0,Canceled,2016-03-01,Jessica Woods,Woods.Jessica42@yandex.com,813-509-5606,************1534
Resort Hotel,0,2016,April,15,3,2,0,2,0.0,0,BB,GBR,0,A,No Deposit,Transient,58.0,Check-Out,2016-04-05,Dorothy Jones,Dorothy.Jones@mail.com,808-329-7182,************9939
Resort Hotel,1,2016,April,15,3,2,0,2,1.0,0,BB,PRT,0,A,No Deposit,Transient,89.0,Canceled,2016-02-05,Jordan York,Jordan.York@zoho.com,574-361-8338,************8907
Resort Hotel,0,2016,April,15,3,2,1,2,0.0,0,BB,PRT,0,A,No Deposit,Transient,75.0,Check-Out,2016-04-06,Marc Powell,Powell.Marc@comcast.net,801-678-2652,************1266
Resort Hotel,1,2016,April,15,3,2,2,2,0.0,0,BB,PRT,0,D,No Deposit,Transient,74.75,Canceled,2016-03-02,Ashley Washington,AWashington@att.com,755-260-6115,************3737
Resort Hotel,0,2016,April,15,3,2,2,1,0.0,0,BB,PRT,0,D,No Deposit,Transient,74.75,Check-In,2016-03-02,William Mcguire,Mcguire.William@hotmail.com,898-263-0281,************8539
Resort Hotel,0,2016,April,15,3,2,1,2,2.0,0,BB,PRT,0,G,No Deposit,Transient,113.0,Check-In,2016-03-28,Joseph Mason,Mason.Joseph@xfinity.com,342-936-1923,************7830
Resort Hotel,0,2016,April,15,4,0,0,2,1.0,0,BB,PRT,0,D,No Deposit,Transient,0.0,Check-In,2016-04-04,Roberto Walsh,Walsh.Roberto@zoho.com,727-052-9783,************7879
Resort Hotel,0,2016,April,15,4,1,1,2,0.0,0,HB,DEU,0,A,No Deposit,Transient,0.0,Check-In,2016-04-06,Brian Andrews,Brian.Andrews@outlook.com,981-719-0127,************2568
Resort Hotel,0,2016,April,15,4,1,1,1,0.0,0,HB,DEU,0,A,Non Refund,Transient-Party,54.5,Check-In,2016-04-06,Susan Baker,Baker.Susan@outlook.com,273-415-4657,************6127
Resort Hotel,0,2016,April,15,4,1,1,2,0.0,0,HB,DEU,0,A,Non Refund,Transient-Party,85.0,Check-In,2016-04-06,Erica Porter,EPorter@yandex.com,612-412-2268,************7949
Resort Hotel,0,2016,April,15,4,1,1,2,0.0,0,HB,PRT,0,A,Non Refund,Transient-Party,85.0,Check-In,2016-04-06,Karen Moon,Moon.Karen@yahoo.com,566-971-0886,************8494
Resort Hotel,0,2016,April,15,4,1,1,2,0.0,0,HB,DEU,0,A,Non Refund,Transient-Party,85.0,Check-In,2016-04-06,Nathan West,West.Nathan@outlook.com,858-985-6520,************5499
Resort Hotel,0,2016,April,15,4,1,1,1,0.0,0,HB,DEU,0,A,Non Refund,Transient-Party,54.5,Check-In,2016-04-06,Brandon Sanchez,Brandon_Sanchez@xfinity.com,319-197-8102,************9134
